step,phase,e_loss,s_loss,g_loss,d_loss
2600,joint,0.014025,0.0,11.10215,1.798423
2700,joint,0.015274,1e-06,11.272857,1.910841
2800,joint,0.009648,0.0,10.958189,1.896787
2900,joint,0.009543,0.0,9.881528,1.893195
3000,joint,0.009283,0.0,9.957743,1.897103
3100,joint,0.009894,0.0,10.772441,1.905724
3200,joint,0.01004,0.0,11.347431,1.902001
3300,joint,0.03247,8e-06,10.763524,1.914921
3400,joint,0.524721,0.002369,12.584583,1.969378
3500,joint,0.023845,3e-06,11.662634,1.900946
3600,joint,0.055289,1.6e-05,10.912568,1.889003
3700,joint,0.024297,3e-06,10.809035,1.908212
3800,joint,0.013395,0.0,10.36917,1.895582
3900,joint,0.02931,4e-06,10.88274,1.778579
4000,joint,0.031306,6e-06,11.004393,1.875392
4100,joint,0.077784,5.1e-05,9.851164,1.923265
4200,joint,0.052597,1.9e-05,11.080294,1.920349
4300,joint,0.026116,4e-06,11.354515,1.868885
4400,joint,0.033641,6e-06,11.064648,1.858682
4500,joint,0.022291,2e-06,11.792457,1.853292
4600,joint,0.041406,1.1e-05,12.658836,1.463761
4700,joint,0.03754,8e-06,11.149923,1.866956
4800,joint,0.028615,4e-06,11.152576,1.901996
4900,joint,0.033711,6e-06,10.861838,1.737641
5000,joint,0.042726,1.2e-05,10.736744,1.91098
5100,joint,0.024783,3e-06,10.837644,1.9162
5200,joint,0.016894,1e-06,10.905693,1.908079
5300,joint,0.018157,1e-06,10.428091,1.933148
5400,joint,0.014718,0.0,11.060556,1.902892
5500,joint,0.012049,0.0,11.25802,1.904124
5600,joint,0.036685,9e-06,11.305772,1.835824
5700,joint,0.015133,1e-06,10.903627,1.905885
5800,joint,0.012637,0.0,11.973375,1.91411
5900,joint,0.011187,0.0,10.370947,1.914245
6000,joint,0.014537,0.0,10.185866,2.117392
6100,joint,0.010249,0.0,10.364975,1.910458
6200,joint,0.009479,0.0,10.966129,1.907917
6300,joint,0.008799,0.0,10.530413,1.907842
6400,joint,0.046742,1.3e-05,10.515203,1.859445
6500,joint,0.023969,3e-06,11.033108,1.966595
6600,joint,0.010168,0.0,11.354737,1.888256
6700,joint,0.034744,7e-06,13.656202,1.422001
6800,joint,0.012835,0.0,10.27535,2.087623
6900,joint,0.010828,0.0,10.889661,1.910837
7000,joint,0.009054,0.0,10.063089,1.911721
7100,joint,0.009223,0.0,10.444427,1.911996
7200,joint,0.010135,0.0,10.978382,1.912158
7300,joint,0.00906,0.0,11.182747,1.912836
7400,joint,0.008868,0.0,10.993052,1.910111
7500,joint,0.009981,0.0,10.53109,1.909674
7600,joint,0.008363,0.0,10.549885,1.910139
7700,joint,0.009,0.0,10.914674,1.910031
7800,joint,0.009533,0.0,11.264433,1.909895
7900,joint,0.009479,0.0,10.818373,1.909742
8000,joint,0.009112,0.0,10.641774,1.909562
8100,joint,0.008969,0.0,10.9597,1.909327
8200,joint,0.008601,0.0,11.151289,1.91199
8300,joint,0.008538,0.0,11.051677,1.908882
8400,joint,0.008626,0.0,12.388476,1.907577
8500,joint,0.021567,2e-06,13.672781,1.425353
8600,joint,0.012541,0.0,10.690307,1.889103
8700,joint,0.011799,0.0,9.486988,1.908074
8800,joint,0.009385,0.0,10.47496,1.907658
8900,joint,0.010393,0.0,10.843382,1.910549
9000,joint,0.009399,0.0,10.49678,1.912858
9100,joint,0.009323,0.0,9.836917,1.911968
9200,joint,0.009713,0.0,11.089813,1.909358
9300,joint,0.008879,0.0,11.292282,1.909286
9400,joint,0.007404,0.0,11.044835,1.909366
9500,joint,0.007821,0.0,10.431986,1.909467
9600,joint,0.008331,0.0,10.242741,1.909672
9700,joint,0.008021,0.0,11.320561,1.910326
9800,joint,0.008197,0.0,10.916847,1.909133
9900,joint,0.008621,0.0,11.149511,1.909949
10000,joint,0.009067,0.0,10.833455,1.910014
