step,phase,e_loss,s_loss,g_loss,d_loss
900,joint,0.013688,0.0,10.769039,1.91101
1000,joint,0.011779,0.0,10.248187,1.909101
1100,joint,0.011671,0.0,10.640779,1.856667
1200,joint,0.009211,0.0,9.935555,1.91549
1300,joint,0.009896,0.0,10.394039,1.911606
1400,joint,0.008014,0.0,10.899736,1.907946
1500,joint,0.010297,0.0,11.118361,1.829822
1600,joint,0.008653,0.0,11.597399,1.91202
1700,joint,0.039869,3e-06,10.960951,1.911938
1800,joint,0.010863,0.0,11.694006,1.908999
1900,joint,0.059237,2.7e-05,11.292646,1.850027
2000,joint,0.034996,7e-06,10.332455,1.903542
2100,joint,0.010416,0.0,10.454884,1.903169
2200,joint,0.074037,3.6e-05,11.26074,2.01685
2300,joint,0.009727,0.0,10.239178,1.908683
2400,joint,0.009955,0.0,10.153001,1.907213
2500,joint,0.009736,0.0,10.291072,1.914148
2600,joint,0.090204,6.3e-05,11.398027,1.925302
2700,joint,0.009586,0.0,13.194177,1.914822
2800,joint,0.007221,0.0,10.479445,1.892376
2900,joint,0.02928,4e-06,12.150311,1.425261
3000,joint,0.01263,0.0,12.359578,1.895623
3100,joint,0.109249,0.000111,10.654655,1.939723
3200,joint,0.025358,1e-06,11.399348,1.904843
3300,joint,0.032641,5e-06,10.516083,1.898267
3400,joint,0.032391,6e-06,11.078597,1.92158
3500,joint,0.019975,2e-06,11.0874,1.904491
3600,joint,0.115863,0.000104,11.433961,1.538276
3700,joint,0.02618,3e-06,11.672264,1.917431
3800,joint,0.020848,1e-06,11.993558,1.899988
3900,joint,0.060223,2.7e-05,10.03744,1.931412
4000,joint,0.082469,3.4e-05,10.629502,1.89863
4100,joint,0.023818,2e-06,11.01786,1.911558
4200,joint,0.119803,7.4e-05,10.911209,1.937288
4300,joint,0.036459,8e-06,11.159636,1.902736
4400,joint,0.028015,4e-06,9.985203,1.914044
4500,joint,0.024996,2e-06,10.993774,1.90971
4600,joint,0.022774,3e-06,11.001245,1.845713
4700,joint,0.050702,1.8e-05,10.758949,1.917969
4800,joint,0.029195,4e-06,11.245554,1.902073
4900,joint,0.042033,6e-06,11.235402,1.897167
5000,joint,0.020659,2e-06,10.10116,1.901996
5100,joint,0.033154,6e-06,10.239252,1.846838
5200,joint,0.044184,1.3e-05,11.017149,1.626258
5300,joint,0.016496,1e-06,10.6187,1.797203
5400,joint,0.013832,0.0,12.08581,1.903968
5500,joint,0.020074,1e-06,10.900124,1.906552
5600,joint,0.043871,1e-05,11.519442,1.883676
5700,joint,0.075851,4.8e-05,12.3253,1.819176
5800,joint,0.027246,4e-06,11.350185,1.9152
5900,joint,0.026739,4e-06,10.358538,1.944893
6000,joint,0.029835,5e-06,11.023145,1.900622
6100,joint,0.016379,1e-06,10.988191,1.90827
6200,joint,0.019378,1e-06,11.072501,1.907216
6300,joint,0.01655,0.0,11.310476,1.910604
6400,joint,0.013509,0.0,10.57336,1.910351
6500,joint,0.036651,4e-06,10.566288,1.894545
6600,joint,0.052902,2e-05,11.171486,1.901866
6700,joint,0.027027,4e-06,11.214926,1.904443
6800,joint,0.071613,3.5e-05,11.029028,1.908628
6900,joint,0.04675,1.2e-05,13.487409,1.849267
7000,joint,0.030557,5e-06,11.608907,1.465624
7100,joint,0.036936,8e-06,11.397322,1.853261
7200,joint,0.041412,1.1e-05,11.173557,1.92759
7300,joint,0.108403,7.1e-05,11.616158,1.907419
7400,joint,0.038177,8e-06,12.192707,1.885414
7500,joint,0.087186,6.1e-05,10.036223,1.971218
7600,joint,0.041267,1e-05,11.208761,1.891675
7700,joint,0.038362,9e-06,12.184733,1.850131
7800,joint,0.105882,9.6e-05,11.309773,1.920897
7900,joint,0.048784,1.9e-05,10.149282,1.931966
8000,joint,0.043346,1.1e-05,11.317309,1.913041
8100,joint,0.070318,2.8e-05,11.901966,1.858394
8200,joint,0.063147,3.1e-05,11.623572,1.90526
8300,joint,0.054665,2.1e-05,10.716602,1.882642
8400,joint,0.06598,3.4e-05,11.358513,1.894789
8500,joint,0.05971,3.2e-05,11.144554,1.867314
8600,joint,0.040331,7e-06,10.510188,1.894184
8700,joint,0.039909,1.1e-05,10.648422,1.80744
8800,joint,0.02453,3e-06,10.117453,1.914005
8900,joint,0.035335,9e-06,10.606297,1.90266
9000,joint,0.049502,1.5e-05,10.189713,1.916541
9100,joint,0.154496,0.000216,11.501411,1.956703
9200,joint,0.055166,1e-05,10.967145,1.890037
9300,joint,0.052614,2e-05,10.71773,1.909371
9400,joint,0.037818,8e-06,10.990963,1.918687
9500,joint,0.078455,4.7e-05,11.334375,1.890003
9600,joint,0.148114,0.000142,13.308045,1.923998
9700,joint,0.063076,3.2e-05,10.069638,1.932432
9800,joint,0.061494,2.7e-05,10.564033,1.873274
9900,joint,0.045038,9e-06,10.691684,1.892294
10000,joint,0.049167,1.6e-05,11.509566,1.88925
